Symbol,Citation,Gene Name,Identified by Phenotype,MaizeGDB Link,GenBank ID,Chromosome,Strand,B73 refgen2 Gene,Subgenome,Comments,Proofing Link,Local duplicates,Homeolog,Sorghum Ortholog,Setaria Ortholog,Rice Ortholog,Brachy Ortholog,Pan-grass panel Link,Gene Model IDed by MaizeSequence.org,UC-Berkeley vs. Maizesequence.org,Link to compare genes where our assignments differed,Analysis of disagreements between maizesequence.org and UC-Berkeley
ssu1,18,ribulose bisphosphate carboxylase small subunit1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12660,X06535,chr4,-1,GRMZM2G098520,1,Good,http://genomevolution.org/r/25ne,,too big a gap,Sb05g003480,too big a gap,too big a gap,no synteny,http://genomevolution.org/r/25nf,GRMZM2G098520,Identical Assignment,,
tan1,18,tangled1,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12573,AF305892,chr6,-1,GRMZM2G039113,1,Good,http://genomevolution.org/r/25ha,,no synteny,Sb09g018850,chr9:15243100-16118097,chr5:18275913-19077686,chr2:25065226-25832415,http://genomevolution.org/r/2654,GRMZM2G039113,Identical Assignment,,
ts4,18,tasselseed4,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12692,GQ905588,chr3,1,GRMZM5G803935,1,why does a microRNA have a CDS?,http://genomevolution.org/r/261d,,chr8:156584896-157320339,chr3:73688749-74313024,chr3:45544758-45931421,chr1:42689358-43324564,chr2:58526614-58975721,http://genomevolution.org/r/26es,No Gene Identified by Maizesequence.org,NA,,
g2,17,golden plant2,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12229,AF298118,chr3,1,GRMZM2G087804,1,Good,http://genomevolution.org/r/25m0,GRMZM2G087961,too big a gap,Sb03g000400,PAC:18177229,Os01g13740,Bradi2g08290,http://genomevolution.org/r/25m1,No Gene Identified by Maizesequence.org,NA,,
gpa1,17,glyceraldehyde-3-phosphate dehydrogenase1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12272,X07157,chr2,-1,GRMZM2G337113,1,Good,http://genomevolution.org/r/25wp,GRMZM2G337196,GRMZM2G039723,Sb06g018880,PAC:18205245,Os04g38600,Bradi5g12330,http://genomevolution.org/r/25wq,GRMZM2G337113,Identical Assignment,,
orp1,17,orange pericarp1,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12512,M76684,chr4,-1,GRMZM2G169593,2,Good,http://genomevolution.org/r/25ur,GRMZM5G896346,GRMZM2G005024,Sb07g002770,PAC:18186811,Os08g04180,Bradi3g14490,http://genomevolution.org/r/25us,No Gene Identified by Maizesequence.org,NA,,
sod4,17,superoxide dismutase4,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12648,X17565,chr1,1,GRMZM2G169890,1,Good,http://genomevolution.org/r/25ut,,GRMZM2G058522,Sb01g035350,PAC:18195462,Os03g22810,chr1:61177186-61692813,http://genomevolution.org/r/26i7,No Gene Identified by Maizesequence.org,NA,,
tua1,17,alpha tubulin1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12697,X63176,chr5,-1,AC195340.3_FG001,2,Good,http://genomevolution.org/r/25bo,,too big a gap,Sb01g006710,PAC:18194413,Os03g56810,Bradi1g07200,http://genomevolution.org/r/26ew,No Gene Identified by Maizesequence.org,NA,,
acc1,16,acetyl-coenzyme A carboxylase1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12011,Z24449,chr2,1,GRMZM5G858094,NA,Good,http://genomevolution.org/r/260m,,too big a gap,no synteny,no synteny,no synteny,no synteny,http://genomevolution.org/r/260n,GRMZM5G858094,Identical Assignment,,
ald1,16,aldolase1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=25011,X12872,chr3,1,GRMZM2G057823,1,Good,http://genomevolution.org/r/25ii,,GRMZM2G066024,Sb03g043140,PAC:18178636,Os01g67860,Bradi2g58050,http://genomevolution.org/r/25ij,GRMZM2G057823,Identical Assignment,,
bm1,16,brown midrib1,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12079,AJ005702,chr5,-1,GRMZM5G844562,1,Good,http://genomevolution.org/r/260e,GRMZM5G868202,no synteny,Sb04g005950,PAC:18174304,Os02g09490,Bradi3g06480,http://genomevolution.org/r/260f,No Gene Identified by Maizesequence.org,NA,,
gl15,16,glossy15,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12247,U41466,chr9,1,GRMZM2G160730,1,Good|neither transcript completely accurate,http://genomevolution.org/r/25tv,,chr6:97177798-97762562,Sb10g025053,PAC:18197224,Os06g43220,Bradi1g30340,http://genomevolution.org/r/26hz,No Gene Identified by Maizesequence.org,NA,,
gl2,16,glossy2,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12252,AY109951,chr2,-1,GRMZM2G098239,1,Good,http://genomevolution.org/r/25n6,GRMZM5G867147,chr10:141302080-141991403,Sb06g028160,PAC:18204529,Os04g52164,Bradi5g21350,http://genomevolution.org/r/26gt,No Gene Identified by Maizesequence.org,NA,,
rld1,16,rolled leaf1,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=30011,AY501430,chr9,-1,GRMZM2G109987,2,Good,http://genomevolution.org/r/25om,,too big a gap,Sb01g050000,too big a gap,Os03g01890,no synteny,http://genomevolution.org/r/26h4,GRMZM2G109987,Identical Assignment,,
ubi2,16,ubiquitin2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=26025,S94466,chr4,1,GRMZM2G419891,2,Good,http://genomevolution.org/r/25yn,GRMZM2G118637||GRMZM2G419844,no synteny,Sb04g004260,PAC:18174495,Os02g06640,Bradi3g04730,http://genomevolution.org/r/25yo,No Gene Identified by Maizesequence.org,NA,,
zmm2,16,Zea mays MADS2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=41345,X81200,chr8,-1,GRMZM2G359952,2,Good,http://genomevolution.org/r/25xb,,GRMZM2G471089,Sb03g002525,PAC:18176984,Os01g10504,Bradi2g06330,http://genomevolution.org/r/25xc,No Gene Identified by Maizesequence.org,NA,,
zp27,16,27-kDa zein protein,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=58113,M16218,chr7,1,GRMZM2G138727,1,Good,http://genomevolution.org/r/25re,GRMZM2G438538,GRMZM2G060429,Sb02g025510,PAC:18180925,chr9:15882395-16462627,chr4:36700872-37221819,http://genomevolution.org/r/26hk,No Gene Identified by Maizesequence.org,NA,,
am1,15,ameiotic1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12041,DQ663482,chr5,1,GRMZM5G883855,2,Good,http://genomevolution.org/r/260y,,too big a gap,Sb01g013215,PAC:18195042,Os03g44760,Bradi1g13530,http://genomevolution.org/r/260z,No Gene Identified by Maizesequence.org,NA,,
bx1,15,benzoxazinless1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12097,X76713,chr4,1,GRMZM2G085381,1,Good,http://genomevolution.org/r/25lg,,no synteny,chr5:58868109-59571565,chr5:36542777-37504728,chr11:25708564-25959495,chr4:10814041-11688511,http://genomevolution.org/r/2673,GRMZM2G085381,Identical Assignment,,
eno1,15,enolase1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=25430,X55981,chr9,1,GRMZM2G064302,1,Good,http://genomevolution.org/r/25j8,,no synteny,Sb10g002460,PAC:18199696,Os06g04510,Bradi1g51540,http://genomevolution.org/r/25j9,GRMZM2G064302,Identical Assignment,,
gst4,15,glutathione S-transferase4,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=69159,W49853,chr3,-1,GRMZM2G146246,1,Good,http://genomevolution.org/r/25s3,GRMZM5G849767,chr8:159649795-160297541,Sb03g044980,PAC:18178334,Os01g70770,Bradi2g59860,http://genomevolution.org/r/26ac,GRMZM2G146246,Identical Assignment,,
ij1,15,iojap striping1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12341,Z15063,chr7,-1,GRMZM2G004583,1,Good,http://genomevolution.org/r/25d6,,too big a gap,Sb02g028720,PAC:18183086,Os09g32030,chr4:39634982-40329070,http://genomevolution.org/r/26f4,No Gene Identified by Maizesequence.org,NA,,
mgs1,15,male-gametophyte specific1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12425,S44171,chr10,-1,GRMZM2G317406,2,weird,http://genomevolution.org/r/25w9,,GRMZM2G022347,Sb06g014740,PAC:18203031,Os04g32680,Bradi5g08410,http://genomevolution.org/r/25wa,GRMZM2G317406,Identical Assignment,,
pep4,15,phosphoenolpyruvate carboxylase4,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=30069,X61489,chr7,-1,GRMZM2G473001,1,Good,http://genomevolution.org/r/25zd,,too big a gap,Sb02g021090,PAC:18181187,Os09g14670,Bradi4g27910,http://genomevolution.org/r/26iz,GRMZM2G473001,Identical Assignment,,
pex1,15,pollen extensin-like1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=105329,Z34465,chr2,-1,GRMZM5G841015,2,Good,http://genomevolution.org/r/260a,GRMZM2G453012,GRMZM2G478920,too big a gap,too big a gap,no synteny,no synteny,http://genomevolution.org/r/26ea,No Gene Identified by Maizesequence.org,NA,,
ts1,15,tassel seed1,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12690,FJ360855,chr2,-1,GRMZM2G104843,1,Good,http://genomevolution.org/r/25o8,,GRMZM2G070092,Sb06g018040,PAC:18205149,Os04g37430,Bradi5g11590,http://genomevolution.org/r/26h0,No Gene Identified by Maizesequence.org,NA,,
vp8,15,viviparous8,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12735,EU401893,chr1,1,GRMZM2G010353,1,Good,http://genomevolution.org/r/25ds,,chr5:4260044-4670136,Sb01g005710,PAC:18190510,Os03g57660,Bradi1g06230,http://genomevolution.org/r/26f6,No Gene Identified by Maizesequence.org,NA,,
ivr2,14,invertase2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=97587,AJ563384,chr5,1,GRMZM2G089836,1,Good,http://genomevolution.org/r/25ma,GRMZM5G863665||GRMZM5G890000,GRMZM2G463871,Sb04g000620,PAC:18170956,Os02g01590,Bradi3g00910,http://genomevolution.org/r/25mb,No Gene Identified by Maizesequence.org,NA,,
pal1,14,phenylalanine ammonia lyase homolog1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=24853,M95077,chr5,-1,GRMZM2G074604,1,Can't proof,http://genomevolution.org/r/25ka,GRMZM2G029048||GRMZM2G170692||GRMZM2G334655||GRMZM2G334660,too big a gap,Sb04g026530,PAC:18172878,Os02g41680,Bradi3g49280,http://genomevolution.org/r/266k,No Gene Identified by Maizesequence.org,NA,,
pgd2,14,6-phosphogluconate dehydrogenase2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12541,AF061837,chr3,-1,GRMZM2G145715,1,Good,http://genomevolution.org/r/25s1,,chr8:159364527-159843680,Sb03g045216,PAC:18175594,chr1:41194784-41479544,chr2:57291361-57599656,http://genomevolution.org/r/26ho,GRMZM2G127798,Different Assignment,http://genomevolution.org/r/26jx,Two independent GenBank records show greater sequence similarity to the gene we identified than the one identified by maizesequence.org. Our gene is located on the correct chromosome according to maizegdb.
ra2,14,ramosa2,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12578,BT035538,chr3,1,AC233943.1_FG002,1,UTR exon skipped my maizesequence.org,http://genomevolution.org/r/25cc,,too big a gap,Sb03g004590,PAC:18177818,Os01g07480,Bradi2g04270,http://genomevolution.org/r/26f0,AC233943.1_FG002,Identical Assignment,,
sod3,14,superoxide dismutase3,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12647,M33119,chr6,1,GRMZM2G059991,1,Good,http://genomevolution.org/r/25iw,,no synteny,too big a gap,PAC:18168219,Os05g25850,no synteny,http://genomevolution.org/r/25ix,No Gene Identified by Maizesequence.org,NA,,
tga1,14,teosinte glume architecture1,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=30019,AY883559,chr4,1,GRMZM2G101511,2,Good,http://genomevolution.org/r/25ns,AC233751.1_FG002,too big a gap,Sb07g026220,PAC:18187658,Os08g41940,Bradi3g41250,http://genomevolution.org/r/2687,No Gene Identified by Maizesequence.org,NA,,
tpi4,14,triose phosphate isomerase4,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12683,L00371,chr8,-1,GRMZM2G018177,2,Good,http://genomevolution.org/r/25f2,,GRMZM2G030784,Sb03g006130,PAC:18178187,Os01g05490,Bradi2g03170,http://genomevolution.org/r/26fg,No Gene Identified by Maizesequence.org,NA,,
ys1,14,yellow stripe1,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12782,AF186234,chr5,-1,GRMZM2G156599,1,Good,http://genomevolution.org/r/25tb,,too big a gap,Sb04g033345,PAC:18173965,Os02g43370,Bradi3g50260,http://genomevolution.org/r/26ax,GRMZM2G156599,Identical Assignment,,
zp1,14,zein alpha protein1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=114061,X58700,chr4,1,GRMZM2G008913,2,Good|inversion in nongene sequence downstream of gene,http://genomevolution.org/r/25dk,,too big a gap,too big a gap,chr7:4199018-5195813,too big a gap,chr3:13774253-14654833,http://genomevolution.org/r/263b,No Gene Identified by Maizesequence.org,NA,,
emp2,13,empty pericarp 2,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=25913,AF494285,chr2,-1,GRMZM2G039155,2,Good,http://genomevolution.org/r/25hc,,AC194174.3_FG003,Sb02g023500,PAC:18183966,Os09g20830,Bradi4g29260,http://genomevolution.org/r/25hd,GRMZM2G039155,Identical Assignment,,
gn1,13,gnarley1,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=64424,AY312168,chr2,1,GRMZM2G452178,2,Good,http://genomevolution.org/r/25z3,,GRMZM2G028041,Sb02g002200,PAC:18182870,Os03g56110,chr1:57050313-57583241,http://genomevolution.org/r/25z4,No Gene Identified by Maizesequence.org,NA,,
gpc3,13,glyceraldehyde-3-phosphate dehydrogenase3,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12275,L13431,chr4,1,GRMZM2G071630,2,Good,http://genomevolution.org/r/25js,GRMZM2G072119,GRMZM2G176307,Sb04g025120,PAC:18171250,Os02g38920,chr3:49435893-49751745,http://genomevolution.org/r/25jt,No Gene Identified by Maizesequence.org,NA,,
hsp18f,13,heat shock protein18f,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=66502,X54076,chr3,-1,GRMZM2G083810,1,Good,http://genomevolution.org/r/25l2,,no synteny,Sb03g003530,PAC:18175500,Os01g08860,Bradi2g05380,http://genomevolution.org/r/26ge,GRMZM2G083810,Identical Assignment,,
ig1,13,indeterminate gametophyte1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12340,EF081454,chr3,-1,GRMZM2G118250,1,Good,http://genomevolution.org/r/25pu,GRMZM2G419929,GRMZM2G133806,Sb03g042310,PAC:18179844,Os01g66590,Bradi2g57380,http://genomevolution.org/r/26hb,No Gene Identified by Maizesequence.org,NA,,
lhcb1,13,light harvesting chlorophyll a/b binding protein1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=25701,M87020,chr8,1,GRMZM2G351977,2,Can't proof,http://genomevolution.org/r/25x5,,too big a gap,too big a gap,PAC:18176513,Os01g41710,chr2:43142710-43990546,http://genomevolution.org/r/26ct,No Gene Identified by Maizesequence.org,NA,,
orp2,13,orange pericarp2,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12513,M76685,chr10,-1,GRMZM2G005024,1,Split into two transcripts?,http://genomevolution.org/r/25d8,,GRMZM2G169593,Sb07g002770,PAC:18186811,Os08g04180,Bradi3g14490,http://genomevolution.org/r/25d9,No Gene Identified by Maizesequence.org,NA,,
et1,12,etched1,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12218,AJ507104,chr3,-1,GRMZM2G157574,1,Good,http://genomevolution.org/r/25th,GRMZM5G887575,too big a gap,Sb03g027210,PAC:18179252,Os01g42050,Bradi2g42950,http://genomevolution.org/r/26hv,No Gene Identified by Maizesequence.org,NA,,
lls1,12,lethal leaf spot1,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12391,U77345,chr1,1,GRMZM2G339563,1,Good,http://genomevolution.org/r/25wx,,chr9:152387084-152731356,Sb01g047120,PAC:18192897,Os03g05310,Bradi1g75270,http://genomevolution.org/r/26ii,GRMZM2G339563,Identical Assignment,,
sbe1,12,starch branching enzyme1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=30166,D11081,chr5,-1,GRMZM2G088753,1,Good,http://genomevolution.org/r/25m6,,GRMZM2G169073,Sb10g030776,PAC:18199001,Os06g51084,Bradi1g29850,http://genomevolution.org/r/25m7,GRMZM2G088753,Identical Assignment,,
sod2,12,superoxide dismutase2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=25374,M54936,chr7,-1,GRMZM2G025992,1,Good,http://genomevolution.org/r/25fy,GRMZM2G027777,too big a gap,Sb02g042170,PAC:18183174,Os07g46990,Bradi1g18340,http://genomevolution.org/r/26fj,No Gene Identified by Maizesequence.org,NA,,
act1,11,actin1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12019,J01238,chr8,-1,GRMZM2G126010,2,Good,http://genomevolution.org/r/25qi,GRMZM2G126069,no synteny,Sb09g021660,PAC:18170041,Os05g36290,Bradi2g24070,http://genomevolution.org/r/269k,No Gene Identified by Maizesequence.org,NA,,
gln1,11,glutamine synthetase1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=61733,X65931,chr10,-1,GRMZM2G098290,2,Good,http://genomevolution.org/r/25n8,,too big a gap,Sb06g031460,PAC:18203112,Os04g56400,Bradi5g24550,http://genomevolution.org/r/26gu,GRMZM2G098290,Identical Assignment,,
gln4,11,glutamine synthetase4,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=61724,X65928,chr5,-1,GRMZM5G872068,1,Good,http://genomevolution.org/r/260s,,GRMZM2G036464,Sb04g028690,PAC:18171543,Os02g50240,Bradi3g59970,http://genomevolution.org/r/260t,No Gene Identified by Maizesequence.org,NA,,
gpc2,11,glyceraldehyde-3-phosphate dehydrogenase2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12274,U45858,chr6,-1,GRMZM2G180625,1,Good,http://genomevolution.org/r/25vr,,GRMZM2G046804,Sb07g002220,PAC:18185953,Os08g03290,Bradi3g14120,http://genomevolution.org/r/26id,No Gene Identified by Maizesequence.org,NA,,
hmg1,11,high mobility group protein1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=69146,X66077,chr5,-1,GRMZM5G834758,1,Good,http://genomevolution.org/r/2602,,GRMZM2G150348,Sb10g030910,PAC:18197613,Os06g51220,Bradi1g29730,http://genomevolution.org/r/2603,No Gene Identified by Maizesequence.org,NA,,
phyA1,11,phytochromeA1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=41144,AY234826,chr1,-1,GRMZM2G157727,1,Good,http://genomevolution.org/r/25tj,GRMZM5G895731,GRMZM2G181028,Sb01g009920,PAC:18192183,Os03g51030,Bradi1g10510,http://genomevolution.org/r/25tk,No Gene Identified by Maizesequence.org,NA,,
prp2,11,pathogenesis-related protein2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=57239,T18697,chr2,-1,GRMZM2G102356,1,Good,http://genomevolution.org/r/25ny,GRMZM5G809105,too big a gap,Sb06g019320,PAC:18204567,Os04g39150,Bradi5g12740,http://genomevolution.org/r/268a,No Gene Identified by Maizesequence.org,NA,,
si1,11,silky1,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=61653,AF181479,chr6,1,GRMZM2G139073,2,Good,http://genomevolution.org/r/25rh,,too big a gap,Sb10g029810,PAC:18198773,Os06g49840,Bradi1g35000,http://genomevolution.org/r/26hl,GRMZM2G139073,Identical Assignment,,
tdy1,11,tie-dyed1,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=9017733,FJ376984,chr6,1,GRMZM2G321778,1,Good,http://genomevolution.org/r/25wf,,too big a gap,Sb09g029660,PAC:18169089,Os05g50470,Bradi2g15230,http://genomevolution.org/r/25wg,No Gene Identified by Maizesequence.org,NA,,
zp15,11,zein protein,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=40417,M12147,chr6,-1,GRMZM2G086294,1,Good,http://genomevolution.org/r/25lm,,chr8:135013764-135508717,Sb09g000360,PAC:18169211,chr5:0-218039,chr2:39879964-40060324,http://genomevolution.org/r/26gi,No Gene Identified by Maizesequence.org,NA,,
cko1,10,cytokinin oxidase1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=194080,Y18377,chr3,,GRMZM2G146644,1,wrong exons in middle of transcript-real ones missing,http://genomevolution.org/r/25s5,,GRMZM2G350818,Sb03g003300,PAC:18179912,Os01g09246,Bradi2g05210,http://genomevolution.org/r/26hp,No Gene Identified by Maizesequence.org,NA,,
crp1,10,chloroplast RNA processing1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=25995,AF073522,chr7,-1,GRMZM2G083950,1,Good,http://genomevolution.org/r/25l6,,chr2:204276538-204933197,Sb02g035800,PAC:18184391,Os07g36390,chr1:20107149-20625472,http://genomevolution.org/r/26gg,GRMZM2G083950,Identical Assignment,,
glu2,10,beta-glucosidase2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=61768,U44087,chr10,1,GRMZM2G008247,1,Good,http://genomevolution.org/r/25di,,no synteny,no synteny,no synteny,chr12:7256295-7525701,chr4:44193745-44372611,http://genomevolution.org/r/263a,GRMZM2G008247,Identical Assignment,,
got2,10,glutamate-oxaloacetate transaminase2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12270,AY105250,chr5,1,GRMZM5G836910,1,Good,http://genomevolution.org/r/2608,,too big a gap,Sb04g036060,PAC:18170736,Os02g55420,Bradi3g54200,http://genomevolution.org/r/26j4,No Gene Identified by Maizesequence.org,NA,,
knox3,10,knotted related homeobox3,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=66089,DQ056238,chr1,-1,GRMZM2G000743,1,Can't proof,http://genomevolution.org/r/25cu,,chr5:8452279-9295991,Sb01g009480,PAC:18190991,Os03g51710,Bradi1g10050,http://genomevolution.org/r/262y,No Gene Identified by Maizesequence.org,NA,,
lg4,10,liguleless4,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12389,AF457118,chr8,1,GRMZM2G094241,2,Good,http://genomevolution.org/r/25my,,too big a gap,Sb09g002520,PAC:18167868,Os05g03884,Bradi2g38390,http://genomevolution.org/r/25mz,GRMZM2G094241,Identical Assignment,,
me3,10,NADP malic enzyme3,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=30034,J05130,chr3,1,GRMZM2G085019,1,Good,http://genomevolution.org/r/25lc,,GRMZM5G886257,Sb03g003220,PAC:18175652,Os01g09320,Bradi2g05620,http://genomevolution.org/r/25ld,GRMZM2G085019,Identical Assignment,,
rrb1,10,related to retinoblastoma1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=82119,AF007793,chr2,-1,GRMZM2G003043,2,Good,http://genomevolution.org/r/25d0,,GRMZM2G153150,Sb05g020280,PAC:18200421,Os11g32900,Bradi4g17210,http://genomevolution.org/r/26f2,No Gene Identified by Maizesequence.org,NA,,
zag2,10,Zea AGAMOUS homolog2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=51351,L18925,chr3,-1,GRMZM2G160687,2,Good,http://genomevolution.org/r/25tt,,no synteny,Sb08g006460,PAC:18188404,Os12g10540,Bradi4g40350,http://genomevolution.org/r/25tu,GRMZM2G160687,Identical Assignment,,
zap1,10,zea apetala homolog1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=41316,,chr2,1,GRMZM2G148693,2,Assignment corrected by maizesequence.org,,,,,,,,,GRMZM2G148693,Different Assignment,http://genomevolution.org/r/26k9,"Our record was supported by two ESTs, maizesequence.orgs was supported by two other GenBank records. Their gene agrees with the genetic location of zap1, so I've switched our record"
abph1,9,aberrant phyllotaxy1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=111820,AB042260,chr2,-1,GRMZM2G035688,1,Good,http://genomevolution.org/r/25gs,,no synteny,Sb06g022960,PAC:18203774,Os04g44280,Bradi5g16130,http://genomevolution.org/r/26fn,No Gene Identified by Maizesequence.org,NA,,
amya3,9,alpha amylase3,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=61401,L25805,chr2,1,GRMZM2G138468,2,Good,http://genomevolution.org/r/25rc,GRMZM2G566151,GRMZM2G070172,Sb02g026610,PAC:18182014,Os09g28400,Bradi4g32140,http://genomevolution.org/r/25rd,No Gene Identified by Maizesequence.org,NA,,
bap2,9,basal layer antifungal protein2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=105964,AJ133529,chr4,1,GRMZM2G152655,2,Good,http://genomevolution.org/r/25sj,GRMZM2G027472,GRMZM2G008403,Sb07g003420,too big a gap,too big a gap,too big a gap,http://genomevolution.org/r/26hr,No Gene Identified by Maizesequence.org,NA,,
bd1,9,branched silkless1,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12070,AY196003,chr7,-1,GRMZM2G307119,1,Good,http://genomevolution.org/r/25vz,,GRMZM2G458437,Sb02g042400,PAC:18182907,Os07g47330,Bradi1g18580,http://genomevolution.org/r/25w0,GRMZM2G307119,Identical Assignment,,
bif2,9,barren inflorescence2,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=60438,EF532402,chr1,1,GRMZM2G171822,1,deletion within first exon,http://genomevolution.org/r/25uz,,too big a gap,Sb08g021520,PAC:18189421,Os12g42050,Bradi4g01680,http://genomevolution.org/r/25v0,No Gene Identified by Maizesequence.org,NA,,
bsd2,9,bundle sheath defective2,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=112957,AF126742,chr1,1,GRMZM2G062788,1,Good,http://genomevolution.org/r/25j4,,no synteny,chr8:49843172-50129204,chr8:17214801-17370828,chr12:23768068-24054915,chr4:2828991-3040444,http://genomevolution.org/r/2660,No Gene Identified by Maizesequence.org,NA,,
fer1,9,ferritin1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=25281,X61391,chr4,-1,GRMZM2G325575,1,Good,http://genomevolution.org/r/25wh,,no synteny,Sb05g000530,PAC:18200503,Os11g01530,no synteny,http://genomevolution.org/r/25wi,GRMZM2G325575,Identical Assignment,,
glb2,9,globulin2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12266,X53715,chr1,-1,GRMZM2G026703,1,Good,http://genomevolution.org/r/25g4,,chr5:4205169-4520862,Sb01g005440,PAC:18190926,Os03g57960,Bradi1g05910,http://genomevolution.org/r/26fk,No Gene Identified by Maizesequence.org,NA,,
